Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Mongolia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Montenegro,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Morocco,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,
Mozambique,3000 ,1700 , 5100,,4200 ,2500 , 7000,,5900 ,3700 , 9500,,8200 ,5300 , 13 000,,11 000 ,7300 , 16 000,,14 000 ,9700 , 20 000,,19 000 ,13 000 , 26 000,,23 000 ,16 000 , 32 000,,29 000 ,21 000 , 38 000,,35 000 ,26 000 , 46 000,,42 000 ,31 000 , 54 000,,49 000 ,37 000 , 63 000,,57 000 ,43 000 , 72 000,,65 000 ,49 000 , 81 000,,72 000 ,56 000 , 89 000,,78 000 ,62 000 , 96 000,,84 000 ,68 000 , 100 000,,84 000 ,69 000 , 100 000,,81 000 ,67 000 , 95 000,,79 000 ,66 000 , 93 000,,81 000 ,68 000 , 94 000,,82 000 ,70 000 , 93 000,,83 000 ,71 000 , 94 000,,84 000 ,72 000 , 94 000,,79 000 ,68 000 , 90 000,,70 000 ,59 000 , 80 000,,62 000 ,50 000 , 73 000,
Myanmar,<100 ,<100 , <100,,<200 ,<100 , <200,,<500 ,<200 , <500,,<1000 ,<500 , 1000,,1200 ,<1000 , 1800,,2000 ,1200 , 2900,,3000 ,1900 , 4100,,4100 ,2800 , 5500,,5400 ,3900 , 7100,,6800 ,5000 , 8800,,8300 ,6200 , 11 000,,9900 ,7600 , 13 000,,12 000 ,9000 , 15 000,,13 000 ,10 000 , 17 000,,15 000 ,12 000 , 19 000,,16 000 ,13 000 , 20 000,,17 000 ,14 000 , 21 000,,17 000 ,14 000 , 21 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 19 000,,16 000 ,13 000 , 19 000,,15 000 ,12 000 , 17 000,,14 000 ,11 000 , 16 000,,12 000 ,10 000 , 14 000,,10 000 ,8500 , 12 000,,8900 ,7000 , 11 000,,7800 ,5900 , 9800,
Namibia,<500 ,<200 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1300,,1500 ,1000 , 2000,,2100 ,1500 , 2800,,2900 ,2100 , 3900,,3900 ,2900 , 5200,,5100 ,3800 , 6600,,6400 ,4800 , 8100,,7600 ,5900 , 9600,,8900 ,7000 , 11 000,,10 000 ,8100 , 12 000,,11 000 ,9100 , 13 000,,12 000 ,9800 , 14 000,,11 000 ,9400 , 13 000,,9700 ,8200 , 11 000,,7700 ,6400 , 8800,,5700 ,4500 , 6700,,4900 ,3800 , 5900,,4800 ,3700 , 5800,,4200 ,3300 , 5300,,3800 ,3000 , 4900,,3600 ,2800 , 4700,,3700 ,2800 , 4700,,4300 ,3300 , 5400,,4300 ,3300 , 5500,
Nepal,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1200 ,<1000 , 1500,,1500 ,1100 , 1900,,1800 ,1400 , 2200,,2100 ,1600 , 2600,,2300 ,1900 , 2900,,2600 ,2100 , 3100,,2700 ,2200 , 3100,,2600 ,2200 , 3000,,2500 ,2100 , 2900,,2500 ,2100 , 2800,,2400 ,2100 , 2700,,2300 ,2000 , 2600,,2200 ,1900 , 2500,,2100 ,1700 , 2400,,1900 ,1600 , 2200,,1700 ,1400 , 2100,
Netherlands,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<500 ,<200 , <500,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,
New Zealand,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Nicaragua,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<200 , <1000,
Niger,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1400,,1200 ,<1000 , 1800,,1500 ,1100 , 2200,,1900 ,1300 , 2600,,2300 ,1700 , 3100,,2700 ,2000 , 3600,,3200 ,2300 , 4200,,3600 ,2700 , 4700,,4000 ,3100 , 5100,,4400 ,3400 , 5500,,4700 ,3700 , 5800,,4900 ,4000 , 6000,,4900 ,4100 , 6000,,4900 ,4000 , 5900,,4800 ,4000 , 5800,,4700 ,3900 , 5600,,4000 ,3300 , 4700,,3900 ,3200 , 4600,,3700 ,3000 , 4300,,3400 ,2800 , 4100,,3200 ,2700 , 3800,,3400 ,2900 , 4000,,3400 ,2900 , 4000,
Nigeria,29 000 ,11 000 , 54 000,,36 000 ,14 000 , 65 000,,44 000 ,19 000 , 77 000,,53 000 ,24 000 , 89 000,,63 000 ,30 000 , 100 000,,73 000 ,37 000 , 120 000,,85 000 ,45 000 , 130 000,,98 000 ,55 000 , 150 000,,110 000 ,66 000 , 170 000,,130 000 ,78 000 , 190 000,,140 000 ,89 000 , 210 000,,160 000 ,100 000 , 230 000,,170 000 ,110 000 , 240 000,,180 000 ,120 000 , 260 000,,190 000 ,130 000 , 270 000,,200 000 ,140 000 , 280 000,,210 000 ,140 000 , 280 000,,210 000 ,140 000 , 280 000,,210 000 ,150 000 , 280 000,,200 000 ,140 000 , 280 000,,200 000 ,140 000 , 280 000,,210 000 ,140 000 , 280 000,,200 000 ,140 000 , 270 000,,190 000 ,130 000 , 260 000,,170 000 ,110 000 , 240 000,,160 000 ,110 000 , 230 000,,160 000 ,110 000 , 230 000,
Norway,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
