Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Mongolia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Montenegro,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Morocco,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1200,,1000 ,<1000 , 1400,,1200 ,<1000 , 1600,,1300 ,<1000 , 1700,,1400 ,1100 , 1900,,1500 ,1100 , 1900,,1600 ,1200 , 2000,,1700 ,1200 , 2200,,1800 ,1200 , 2300,,1700 ,1200 , 2200,,1700 ,1200 , 2200,,1700 ,1200 , 2300,,1700 ,1200 , 2300,,1700 ,1100 , 2300,,1600 ,1100 , 2200,,1600 ,<1000 , 2200,,1400 ,<1000 , 2100,,1300 ,<1000 , 2000,,1200 ,<1000 , 1900,,1100 ,<1000 , 1700,,<1000 ,<1000 , 1500,
Mozambique,29 000 ,21 000 , 39 000,,38 000 ,29 000 , 49 000,,50 000 ,39 000 , 63 000,,64 000 ,51 000 , 79 000,,79 000 ,64 000 , 96 000,,95 000 ,79 000 , 110 000,,110 000 ,92 000 , 130 000,,120 000 ,100 000 , 140 000,,140 000 ,120 000 , 160 000,,150 000 ,130 000 , 170 000,,160 000 ,140 000 , 180 000,,170 000 ,150 000 , 190 000,,180 000 ,150 000 , 200 000,,180 000 ,160 000 , 200 000,,170 000 ,150 000 , 190 000,,170 000 ,150 000 , 180 000,,170 000 ,160 000 , 190 000,,160 000 ,150 000 , 180 000,,160 000 ,140 000 , 170 000,,150 000 ,140 000 , 170 000,,150 000 ,140 000 , 170 000,,150 000 ,130 000 , 160 000,,140 000 ,120 000 , 150 000,,120 000 ,110 000 , 140 000,,100 000 ,92 000 , 120 000,,95 000 ,84 000 , 110 000,,83 000 ,73 000 , 96 000,
Myanmar,7300 ,6600 , 8000,,15 000 ,14 000 , 17 000,,18 000 ,16 000 , 20 000,,16 000 ,15 000 , 18 000,,18 000 ,16 000 , 20 000,,19 000 ,17 000 , 22 000,,21 000 ,19 000 , 24 000,,26 000 ,23 000 , 29 000,,29 000 ,25 000 , 32 000,,34 000 ,30 000 , 38 000,,37 000 ,33 000 , 42 000,,35 000 ,30 000 , 39 000,,31 000 ,26 000 , 35 000,,28 000 ,24 000 , 32 000,,26 000 ,22 000 , 30 000,,24 000 ,20 000 , 27 000,,22 000 ,19 000 , 24 000,,21 000 ,18 000 , 23 000,,18 000 ,17 000 , 20 000,,16 000 ,15 000 , 18 000,,15 000 ,13 000 , 16 000,,14 000 ,13 000 , 16 000,,13 000 ,12 000 , 15 000,,13 000 ,12 000 , 14 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 13 000,,11 000 ,9900 , 12 000,
Namibia,5200 ,4500 , 6000,,8000 ,7000 , 9100,,11 000 ,10 000 , 13 000,,15 000 ,14 000 , 17 000,,19 000 ,17 000 , 21 000,,22 000 ,19 000 , 24 000,,24 000 ,21 000 , 26 000,,24 000 ,21 000 , 27 000,,23 000 ,21 000 , 26 000,,22 000 ,20 000 , 25 000,,20 000 ,18 000 , 22 000,,18 000 ,16 000 , 20 000,,17 000 ,15 000 , 18 000,,15 000 ,13 000 , 17 000,,14 000 ,13 000 , 16 000,,13 000 ,12 000 , 15 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 13 000,,11 000 ,10 000 , 12 000,,12 000 ,10 000 , 13 000,,12 000 ,10 000 , 13 000,,11 000 ,9700 , 13 000,,11 000 ,9600 , 13 000,,11 000 ,9400 , 12 000,,10 000 ,8800 , 12 000,,10 000 ,8800 , 12 000,,9600 ,8000 , 11 000,
Nepal,<100 ,<100 , <100,,<500 ,<200 , <500,,<500 ,<500 , <1000,,1100 ,<1000 , 1200,,2100 ,1900 , 2300,,3300 ,3000 , 3600,,4200 ,3800 , 4600,,4600 ,4100 , 5100,,4800 ,4300 , 5400,,5100 ,4500 , 5600,,5300 ,4700 , 5900,,5400 ,4800 , 6100,,5400 ,4800 , 6100,,5400 ,4700 , 6000,,4900 ,4300 , 5400,,4200 ,3800 , 4700,,3500 ,3200 , 3900,,3400 ,3100 , 3700,,3000 ,2700 , 3200,,2400 ,2200 , 2600,,2200 ,2000 , 2400,,2000 ,1800 , 2200,,1700 ,1500 , 1900,,1500 ,1400 , 1600,,1300 ,1200 , 1400,,1100 ,1000 , 1200,,<1000 ,<1000 , 1000,
Netherlands,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1200,,1000 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
New Zealand,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Nicaragua,<1000 ,<500 , 1700,,<1000 ,<500 , 1800,,<1000 ,<1000 , 1700,,1100 ,<1000 , 1900,,1100 ,<1000 , 1900,,1200 ,<1000 , 1900,,1200 ,<1000 , 1900,,1200 ,<1000 , 1900,,1200 ,<1000 , 1900,,1100 ,<1000 , 1700,,1100 ,<1000 , 1700,,<1000 ,<1000 , 1500,,<1000 ,<1000 , 1300,,<1000 ,<500 , 1200,,<1000 ,<500 , 1100,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
Niger,3200 ,2300 , 4300,,3900 ,3000 , 5200,,4900 ,3800 , 6400,,5700 ,4600 , 7400,,6600 ,5300 , 8300,,7300 ,6000 , 9100,,7700 ,6300 , 9500,,8000 ,6600 , 9800,,8100 ,6700 , 9800,,8000 ,6700 , 9700,,7600 ,6300 , 9200,,7100 ,5900 , 8700,,6500 ,5400 , 7900,,5700 ,4600 , 6900,,5000 ,4000 , 6100,,4200 ,3400 , 5200,,3600 ,2900 , 4400,,3000 ,2500 , 3700,,2700 ,2200 , 3300,,2400 ,1900 , 2900,,2000 ,1700 , 2500,,2100 ,1700 , 2600,,2100 ,1700 , 2600,,2000 ,1700 , 2500,,2000 ,1600 , 2500,,2000 ,1600 , 2600,,1800 ,1300 , 2300,
Nigeria,150 000 ,86 000 , 220 000,,170 000 ,110 000 , 250 000,,200 000 ,130 000 , 290 000,,230 000 ,160 000 , 330 000,,270 000 ,190 000 , 380 000,,300 000 ,220 000 , 420 000,,330 000 ,240 000 , 460 000,,350 000 ,250 000 , 480 000,,360 000 ,250 000 , 490 000,,360 000 ,250 000 , 470 000,,340 000 ,240 000 , 450 000,,330 000 ,230 000 , 430 000,,310 000 ,220 000 , 400 000,,290 000 ,210 000 , 380 000,,270 000 ,200 000 , 350 000,,260 000 ,190 000 , 330 000,,240 000 ,180 000 , 320 000,,240 000 ,170 000 , 310 000,,230 000 ,170 000 , 310 000,,230 000 ,170 000 , 310 000,,230 000 ,160 000 , 310 000,,230 000 ,160 000 , 310 000,,220 000 ,160 000 , 310 000,,220 000 ,150 000 , 310 000,,210 000 ,150 000 , 310 000,,220 000 ,150 000 , 310 000,,220 000 ,150 000 , 310 000,
Norway,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Oman,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
